Date;PM10;month;Year;Season
2014/10/16;0.083;October;2014;Spring
2014/10/16;0.084;October;2014;Spring
2014/10/16;0.075;October;2014;Spring
2014/10/16;0.078;October;2014;Spring
2014/10/16;0.085;October;2014;Spring
2014/10/16;0.075;October;2014;Spring
2014/10/16;0.069;October;2014;Spring
2014/10/16;0.069;October;2014;Spring
2014/10/16;0.062;October;2014;Spring
2014/10/16;0.061;October;2014;Spring
2014/10/16;0.056;October;2014;Spring
2014/10/16;0.053;October;2014;Spring
2014/10/16;0.063;October;2014;Spring
2014/10/16;0.066;October;2014;Spring
2014/10/16;0.064;October;2014;Spring
2014/10/16;0.066;October;2014;Spring
2014/10/16;0.059;October;2014;Spring
2014/10/17;0.063;October;2014;Spring
2014/10/17;0.065;October;2014;Spring
2014/10/17;0.067;October;2014;Spring
2014/10/17;0.065;October;2014;Spring
2014/10/17;0.075;October;2014;Spring
2014/10/17;0.098;October;2014;Spring
2014/10/17;0.102;October;2014;Spring
2014/10/17;0.105;October;2014;Spring
2014/10/17;0.158;October;2014;Spring
2014/10/17;0.174;October;2014;Spring
2014/10/17;0.166;October;2014;Spring
2014/10/17;0.232;October;2014;Spring
2014/10/17;0.173;October;2014;Spring
2014/10/17;0.136;October;2014;Spring
2014/10/17;0.104;October;2014;Spring
2014/10/17;0.088;October;2014;Spring
2014/10/17;0.093;October;2014;Spring
2014/10/17;0.159;October;2014;Spring
2014/10/17;0.282;October;2014;Spring
2014/10/17;0.263;October;2014;Spring
2014/10/17;0.230;October;2014;Spring
2014/10/17;0.228;October;2014;Spring
2014/10/17;0.235;October;2014;Spring
2014/10/17;0.222;October;2014;Spring
2014/10/18;0.182;October;2014;Spring
2014/10/18;0.170;October;2014;Spring
2014/10/18;0.165;October;2014;Spring
2014/10/18;0.182;October;2014;Spring
2014/10/18;0.174;October;2014;Spring
2014/10/18;0.204;October;2014;Spring
2014/10/18;0.124;October;2014;Spring
2014/10/18;0.075;October;2014;Spring
2014/10/18;0.070;October;2014;Spring
2014/10/18;0.059;October;2014;Spring
2014/10/18;0.062;October;2014;Spring
2014/10/18;0.064;October;2014;Spring
2014/10/18;0.060;October;2014;Spring
2014/10/18;0.066;October;2014;Spring
2014/10/18;0.060;October;2014;Spring
2014/10/18;0.063;October;2014;Spring
2014/10/18;0.080;October;2014;Spring
2014/10/18;0.182;October;2014;Spring
2014/10/18;0.292;October;2014;Spring
2014/10/18;0.258;October;2014;Spring
2014/10/18;0.238;October;2014;Spring
2014/10/18;0.240;October;2014;Spring
2014/10/18;0.206;October;2014;Spring
2014/10/18;0.183;October;2014;Spring
2014/10/19;0.236;October;2014;Spring
2014/10/19;0.089;October;2014;Spring
2014/10/19;0.086;October;2014;Spring
2014/10/19;0.063;October;2014;Spring
2014/10/19;0.073;October;2014;Spring
2014/10/19;0.063;October;2014;Spring
2014/10/19;0.060;October;2014;Spring
2014/10/19;0.055;October;2014;Spring
2014/10/19;0.063;October;2014;Spring
2014/10/19;0.059;October;2014;Spring
2014/10/19;0.058;October;2014;Spring
2014/10/19;0.064;October;2014;Spring
2014/10/19;0.082;October;2014;Spring
2014/10/19;0.093;October;2014;Spring
2014/10/19;0.086;October;2014;Spring
2014/10/19;0.073;October;2014;Spring
2014/10/19;0.109;October;2014;Spring
2014/10/19;0.322;October;2014;Spring
2014/10/19;0.307;October;2014;Spring
2014/10/19;0.266;October;2014;Spring
2014/10/19;0.244;October;2014;Spring
2014/10/19;0.162;October;2014;Spring
2014/10/19;0.227;October;2014;Spring
2014/10/19;0.240;October;2014;Spring
2014/10/20;0.257;October;2014;Spring
2014/10/20;0.233;October;2014;Spring
2014/10/20;0.191;October;2014;Spring
2014/10/20;0.099;October;2014;Spring
2014/10/20;0.274;October;2014;Spring
2014/10/20;0.282;October;2014;Spring
2014/10/20;0.103;October;2014;Spring
2014/10/20;0.061;October;2014;Spring
2014/10/20;0.058;October;2014;Spring
2014/10/20;0.063;October;2014;Spring
2014/10/20;0.074;October;2014;Spring
2014/10/20;0.075;October;2014;Spring
2014/10/20;0.066;October;2014;Spring
2014/10/20;0.055;October;2014;Spring
2014/10/20;0.064;October;2014;Spring
2014/10/20;0.073;October;2014;Spring
2014/10/20;0.113;October;2014;Spring
2014/10/20;0.333;October;2014;Spring
2014/10/20;0.338;October;2014;Spring
2014/10/20;0.209;October;2014;Spring
2014/10/20;0.083;October;2014;Spring
2014/10/20;0.057;October;2014;Spring
2014/10/20;0.054;October;2014;Spring
2014/10/20;0.053;October;2014;Spring
2014/10/21;0.051;October;2014;Spring
2014/10/21;0.046;October;2014;Spring
2014/10/21;0.055;October;2014;Spring
2014/10/21;0.075;October;2014;Spring
2014/10/21;0.063;October;2014;Spring
2014/10/21;0.068;October;2014;Spring
2014/10/21;0.061;October;2014;Spring
2014/10/21;0.061;October;2014;Spring
2014/10/21;0.056;October;2014;Spring
2014/10/21;0.058;October;2014;Spring
2014/10/21;0.063;October;2014;Spring
2014/10/21;0.058;October;2014;Spring
2014/10/21;0.065;October;2014;Spring
2014/10/21;0.066;October;2014;Spring
2014/10/21;0.128;October;2014;Spring
2014/10/21;0.183;October;2014;Spring
2014/10/21;0.225;October;2014;Spring
2014/10/21;0.266;October;2014;Spring
2014/10/21;0.219;October;2014;Spring
2014/10/21;0.099;October;2014;Spring
2014/10/21;0.053;October;2014;Spring
2014/10/21;0.053;October;2014;Spring
2014/10/21;0.063;October;2014;Spring
2014/10/21;0.052;October;2014;Spring
2014/10/22;0.055;October;2014;Spring
2014/10/22;0.083;October;2014;Spring
2014/10/22;0.093;October;2014;Spring
2014/10/22;0.103;October;2014;Spring
2014/10/22;0.218;October;2014;Spring
2014/10/22;0.239;October;2014;Spring
2014/10/22;0.137;October;2014;Spring
2014/10/22;0.057;October;2014;Spring
2014/10/22;0.057;October;2014;Spring
2014/10/22;0.055;October;2014;Spring
2014/10/22;0.057;October;2014;Spring
2014/10/22;0.056;October;2014;Spring
2014/10/22;0.060;October;2014;Spring
2014/10/22;0.082;October;2014;Spring
2014/10/22;0.136;October;2014;Spring
2014/10/22;0.087;October;2014;Spring
2014/10/22;0.070;October;2014;Spring
2014/10/22;0.102;October;2014;Spring
2014/10/22;0.133;October;2014;Spring
2014/10/22;0.128;October;2014;Spring
2014/10/22;0.061;October;2014;Spring
2014/10/22;0.073;October;2014;Spring
2014/10/22;0.091;October;2014;Spring
2014/10/22;0.090;October;2014;Spring
2014/10/23;0.073;October;2014;Spring
2014/10/23;;October;2014;Spring
2014/10/23;;October;2014;Spring
2014/10/23;;October;2014;Spring
2014/10/23;;October;2014;Spring
2014/10/23;;October;2014;Spring
2014/10/23;;October;2014;Spring
2014/10/23;;October;2014;Spring
2014/10/23;;October;2014;Spring
2014/10/23;;October;2014;Spring
2014/10/23;;October;2014;Spring
2014/10/23;;October;2014;Spring
2014/10/23;;October;2014;Spring
2014/10/23;;October;2014;Spring
2014/10/23;;October;2014;Spring
2014/10/23;;October;2014;Spring
2014/10/23;;October;2014;Spring
2014/10/23;;October;2014;Spring
2014/10/23;;October;2014;Spring
2014/10/23;0.017;October;2014;Spring
2014/10/23;;October;2014;Spring
2014/10/23;;October;2014;Spring
2014/10/23;;October;2014;Spring
2014/10/23;;October;2014;Spring
2014/10/24;;October;2014;Spring
2014/10/24;;October;2014;Spring
2014/10/24;;October;2014;Spring
2014/10/24;;October;2014;Spring
2014/10/24;;October;2014;Spring
2014/10/24;;October;2014;Spring
2014/10/24;;October;2014;Spring
2014/10/24;;October;2014;Spring
2014/10/24;;October;2014;Spring
2014/10/24;;October;2014;Spring
2014/10/24;;October;2014;Spring
2014/10/24;;October;2014;Spring
2014/10/24;;October;2014;Spring
2014/10/24;0.092;October;2014;Spring
2014/10/24;0.061;October;2014;Spring
2014/10/24;0.068;October;2014;Spring
2014/10/24;0.075;October;2014;Spring
2014/10/24;0.098;October;2014;Spring
2014/10/24;0.203;October;2014;Spring
2014/10/24;0.258;October;2014;Spring
2014/10/24;0.191;October;2014;Spring
2014/10/24;0.089;October;2014;Spring
2014/10/24;0.083;October;2014;Spring
2014/10/24;0.069;October;2014;Spring
2014/10/25;0.068;October;2014;Spring
2014/10/25;0.078;October;2014;Spring
2014/10/25;0.113;October;2014;Spring
2014/10/25;0.187;October;2014;Spring
2014/10/25;0.234;October;2014;Spring
2014/10/25;0.150;October;2014;Spring
2014/10/25;0.081;October;2014;Spring
2014/10/25;0.063;October;2014;Spring
2014/10/25;0.067;October;2014;Spring
2014/10/25;0.058;October;2014;Spring
2014/10/25;0.053;October;2014;Spring
2014/10/25;0.058;October;2014;Spring
2014/10/25;0.063;October;2014;Spring
2014/10/25;0.053;October;2014;Spring
2014/10/25;0.053;October;2014;Spring
2014/10/25;0.053;October;2014;Spring
2014/10/25;0.072;October;2014;Spring
2014/10/25;0.096;October;2014;Spring
2014/10/25;0.065;October;2014;Spring
2014/10/25;0.069;October;2014;Spring
2014/10/25;0.062;October;2014;Spring
2014/10/25;0.079;October;2014;Spring
2014/10/25;0.085;October;2014;Spring
2014/10/25;0.085;October;2014;Spring
2014/10/26;0.086;October;2014;Spring
2014/10/26;0.089;October;2014;Spring
2014/10/26;0.096;October;2014;Spring
2014/10/26;0.097;October;2014;Spring
2014/10/26;0.097;October;2014;Spring
2014/10/26;0.128;October;2014;Spring
2014/10/26;0.065;October;2014;Spring
2014/10/26;0.074;October;2014;Spring
2014/10/26;0.066;October;2014;Spring
2014/10/26;0.072;October;2014;Spring
2014/10/26;0.065;October;2014;Spring
2014/10/26;0.066;October;2014;Spring
2014/10/26;0.063;October;2014;Spring
2014/10/26;0.061;October;2014;Spring
2014/10/26;0.070;October;2014;Spring
2014/10/26;0.063;October;2014;Spring
2014/10/26;0.067;October;2014;Spring
2014/10/26;0.076;October;2014;Spring
2014/10/26;0.073;October;2014;Spring
2014/10/26;0.065;October;2014;Spring
2014/10/26;0.075;October;2014;Spring
2014/10/26;0.075;October;2014;Spring
2014/10/26;0.090;October;2014;Spring
2014/10/26;0.110;October;2014;Spring
2014/10/27;0.095;October;2014;Spring
2014/10/27;0.076;October;2014;Spring
2014/10/27;0.138;October;2014;Spring
2014/10/27;0.153;October;2014;Spring
2014/10/27;0.202;October;2014;Spring
2014/10/27;0.223;October;2014;Spring
2014/10/27;0.089;October;2014;Spring
2014/10/27;0.057;October;2014;Spring
2014/10/27;0.053;October;2014;Spring
2014/10/27;0.058;October;2014;Spring
2014/10/27;0.055;October;2014;Spring
2014/10/27;0.046;October;2014;Spring
2014/10/27;0.043;October;2014;Spring
2014/10/27;0.047;October;2014;Spring
2014/10/27;0.056;October;2014;Spring
2014/10/27;0.088;October;2014;Spring
2014/10/27;0.063;October;2014;Spring
2014/10/27;0.074;October;2014;Spring
2014/10/27;0.107;October;2014;Spring
2014/10/27;0.078;October;2014;Spring
2014/10/27;0.061;October;2014;Spring
2014/10/27;0.048;October;2014;Spring
2014/10/27;0.055;October;2014;Spring
2014/10/27;0.048;October;2014;Spring
2014/10/28;0.050;October;2014;Spring
2014/10/28;0.053;October;2014;Spring
2014/10/28;0.052;October;2014;Spring
2014/10/28;0.068;October;2014;Spring
2014/10/28;0.171;October;2014;Spring
2014/10/28;0.132;October;2014;Spring
2014/10/28;0.106;October;2014;Spring
2014/10/28;0.063;October;2014;Spring
2014/10/28;0.053;October;2014;Spring
2014/10/28;0.053;October;2014;Spring
2014/10/28;0.067;October;2014;Spring
2014/10/28;0.068;October;2014;Spring
2014/10/28;0.059;October;2014;Spring
2014/10/28;0.065;October;2014;Spring
2014/10/28;0.078;October;2014;Spring
2014/10/28;0.078;October;2014;Spring
2014/10/28;0.113;October;2014;Spring
2014/10/28;0.101;October;2014;Spring
2014/10/28;0.107;October;2014;Spring
2014/10/28;0.183;October;2014;Spring
2014/10/28;0.210;October;2014;Spring
2014/10/28;0.158;October;2014;Spring
2014/10/28;0.062;October;2014;Spring
2014/10/28;0.051;October;2014;Spring
2014/10/29;0.048;October;2014;Spring
2014/10/29;0.048;October;2014;Spring
2014/10/29;0.053;October;2014;Spring
2014/10/29;0.059;October;2014;Spring
2014/10/29;0.068;October;2014;Spring
2014/10/29;0.128;October;2014;Spring
2014/10/29;0.117;October;2014;Spring
2014/10/29;0.085;October;2014;Spring
2014/10/29;0.064;October;2014;Spring
2014/10/29;0.068;October;2014;Spring
2014/10/29;0.063;October;2014;Spring
2014/10/29;0.060;October;2014;Spring
2014/10/29;0.072;October;2014;Spring
2014/10/29;0.075;October;2014;Spring
2014/10/29;0.063;October;2014;Spring
2014/10/29;0.093;October;2014;Spring
2014/10/29;0.122;October;2014;Spring
2014/10/29;0.207;October;2014;Spring
2014/10/29;0.332;October;2014;Spring
2014/10/29;0.316;October;2014;Spring
2014/10/29;0.129;October;2014;Spring
2014/10/29;0.221;October;2014;Spring
2014/10/29;0.108;October;2014;Spring
2014/10/29;0.055;October;2014;Spring
2014/10/30;0.049;October;2014;Spring
2014/10/30;0.058;October;2014;Spring
2014/10/30;0.053;October;2014;Spring
2014/10/30;0.069;October;2014;Spring
2014/10/30;0.081;October;2014;Spring
2014/10/30;0.103;October;2014;Spring
2014/10/30;0.082;October;2014;Spring
2014/10/30;0.123;October;2014;Spring
2014/10/30;0.103;October;2014;Spring
2014/10/30;0.103;October;2014;Spring
2014/10/30;0.100;October;2014;Spring
2014/10/30;0.108;October;2014;Spring
2014/10/30;0.088;October;2014;Spring
2014/10/30;0.083;October;2014;Spring
2014/10/30;0.083;October;2014;Spring
2014/10/30;0.096;October;2014;Spring
2014/10/30;0.193;October;2014;Spring
2014/10/30;0.327;October;2014;Spring
2014/10/30;0.312;October;2014;Spring
2014/10/30;0.272;October;2014;Spring
2014/10/30;0.273;October;2014;Spring
2014/10/30;0.228;October;2014;Spring
2014/10/30;0.142;October;2014;Spring
2014/10/30;0.075;October;2014;Spring
2014/10/31;0.111;October;2014;Spring
2014/10/31;0.118;October;2014;Spring
2014/10/31;0.084;October;2014;Spring
2014/10/31;0.158;October;2014;Spring
2014/10/31;0.226;October;2014;Spring
2014/10/31;0.288;October;2014;Spring
2014/10/31;0.109;October;2014;Spring
2014/10/31;;October;2014;Spring
2014/10/31;;October;2014;Spring
2014/10/31;;October;2014;Spring
2014/10/31;;October;2014;Spring
2014/10/31;;October;2014;Spring
2014/10/31;;October;2014;Spring
2014/10/31;;October;2014;Spring
2014/10/31;;October;2014;Spring
2014/10/31;;October;2014;Spring
2014/10/31;;October;2014;Spring
2014/10/31;;October;2014;Spring
2014/10/31;;October;2014;Spring
2014/10/31;;October;2014;Spring
2014/10/31;;October;2014;Spring
2014/10/31;;October;2014;Spring
2014/10/31;;October;2014;Spring
2014/10/31;;October;2014;Spring
2014/11/01;;November;2014;Spring
2014/11/01;;November;2014;Spring
2014/11/01;;November;2014;Spring
2014/11/01;;November;2014;Spring
2014/11/01;;November;2014;Spring
2014/11/01;;November;2014;Spring
2014/11/01;;November;2014;Spring
2014/11/01;;November;2014;Spring
2014/11/01;;November;2014;Spring
2014/11/01;;November;2014;Spring
2014/11/01;;November;2014;Spring
2014/11/01;;November;2014;Spring
2014/11/01;;November;2014;Spring
2014/11/01;;November;2014;Spring
2014/11/01;;November;2014;Spring
2014/11/01;;November;2014;Spring
2014/11/01;;November;2014;Spring
2014/11/01;;November;2014;Spring
2014/11/01;;November;2014;Spring
2014/11/01;;November;2014;Spring
2014/11/01;;November;2014;Spring
2014/11/01;;November;2014;Spring
2014/11/01;;November;2014;Spring
2014/11/01;;November;2014;Spring
2014/11/02;;November;2014;Spring
2014/11/02;;November;2014;Spring
2014/11/02;;November;2014;Spring
2014/11/02;;November;2014;Spring
2014/11/02;;November;2014;Spring
2014/11/02;;November;2014;Spring
2014/11/02;;November;2014;Spring
2014/11/02;;November;2014;Spring
2014/11/02;;November;2014;Spring
2014/11/02;;November;2014;Spring
2014/11/02;;November;2014;Spring
2014/11/02;;November;2014;Spring
2014/11/02;;November;2014;Spring
2014/11/02;;November;2014;Spring
2014/11/02;;November;2014;Spring
2014/11/02;;November;2014;Spring
2014/11/02;;November;2014;Spring
2014/11/02;;November;2014;Spring
2014/11/02;;November;2014;Spring
2014/11/02;;November;2014;Spring
2014/11/02;;November;2014;Spring
2014/11/02;;November;2014;Spring
2014/11/02;;November;2014;Spring
2014/11/02;;November;2014;Spring
2014/11/03;;November;2014;Spring
2014/11/03;;November;2014;Spring
2014/11/03;;November;2014;Spring
2014/11/03;;November;2014;Spring
2014/11/03;;November;2014;Spring
2014/11/03;;November;2014;Spring
2014/11/03;;November;2014;Spring
2014/11/03;;November;2014;Spring
2014/11/03;;November;2014;Spring
2014/11/03;;November;2014;Spring
2014/11/03;;November;2014;Spring
2014/11/03;;November;2014;Spring
2014/11/03;;November;2014;Spring
2014/11/03;;November;2014;Spring
2014/11/03;;November;2014;Spring
2014/11/03;;November;2014;Spring
2014/11/03;;November;2014;Spring
2014/11/03;;November;2014;Spring
2014/11/03;;November;2014;Spring
2014/11/03;;November;2014;Spring
2014/11/03;;November;2014;Spring
2014/11/03;;November;2014;Spring
2014/11/03;;November;2014;Spring
2014/11/03;;November;2014;Spring
2014/11/04;;November;2014;Spring
2014/11/04;;November;2014;Spring
2014/11/04;;November;2014;Spring
2014/11/04;;November;2014;Spring
2014/11/04;;November;2014;Spring
2014/11/04;;November;2014;Spring
2014/11/04;;November;2014;Spring
2014/11/04;;November;2014;Spring
2014/11/04;;November;2014;Spring
2014/11/04;;November;2014;Spring
2014/11/04;;November;2014;Spring
2014/11/04;;November;2014;Spring
2014/11/04;;November;2014;Spring
2014/11/04;;November;2014;Spring
2014/11/04;;November;2014;Spring
2014/11/04;;November;2014;Spring
2014/11/04;;November;2014;Spring
2014/11/04;;November;2014;Spring
2014/11/04;;November;2014;Spring
2014/11/04;;November;2014;Spring
2014/11/04;;November;2014;Spring
2014/11/04;;November;2014;Spring
2014/11/04;;November;2014;Spring
2014/11/04;;November;2014;Spring
2014/11/05;;November;2014;Spring
2014/11/05;;November;2014;Spring
2014/11/05;;November;2014;Spring
2014/11/05;;November;2014;Spring
2014/11/05;;November;2014;Spring
2014/11/05;;November;2014;Spring
2014/11/05;;November;2014;Spring
2014/11/05;;November;2014;Spring
2014/11/05;;November;2014;Spring
2014/11/05;;November;2014;Spring
2014/11/05;;November;2014;Spring
2014/11/05;;November;2014;Spring
2014/11/05;;November;2014;Spring
2014/11/05;;November;2014;Spring
2014/11/05;;November;2014;Spring
2014/11/05;;November;2014;Spring
2014/11/05;;November;2014;Spring
2014/11/05;;November;2014;Spring
2014/11/05;;November;2014;Spring
2014/11/05;;November;2014;Spring
2014/11/05;;November;2014;Spring
2014/11/05;;November;2014;Spring
2014/11/05;;November;2014;Spring
2014/11/05;;November;2014;Spring
2014/11/06;;November;2014;Spring
2014/11/06;;November;2014;Spring
2014/11/06;;November;2014;Spring
2014/11/06;;November;2014;Spring
2014/11/06;;November;2014;Spring
2014/11/06;;November;2014;Spring
2014/11/06;;November;2014;Spring
2014/11/06;;November;2014;Spring
2014/11/06;;November;2014;Spring
2014/11/06;;November;2014;Spring
2014/11/06;;November;2014;Spring
2014/11/06;;November;2014;Spring
2014/11/06;;November;2014;Spring
2014/11/06;;November;2014;Spring
2014/11/06;;November;2014;Spring
2014/11/06;;November;2014;Spring
2014/11/06;;November;2014;Spring
2014/11/06;;November;2014;Spring
2014/11/06;;November;2014;Spring
2014/11/06;;November;2014;Spring
2014/11/06;;November;2014;Spring
2014/11/06;;November;2014;Spring
2014/11/06;;November;2014;Spring
2014/11/06;;November;2014;Spring
2014/11/07;;November;2014;Spring
2014/11/07;;November;2014;Spring
2014/11/07;;November;2014;Spring
2014/11/07;;November;2014;Spring
2014/11/07;;November;2014;Spring
2014/11/07;;November;2014;Spring
2014/11/07;;November;2014;Spring
2014/11/07;;November;2014;Spring
2014/11/07;;November;2014;Spring
2014/11/07;;November;2014;Spring
2014/11/07;;November;2014;Spring
2014/11/07;;November;2014;Spring
2014/11/07;;November;2014;Spring
2014/11/07;;November;2014;Spring
2014/11/07;;November;2014;Spring
2014/11/07;;November;2014;Spring
2014/11/07;;November;2014;Spring
2014/11/07;;November;2014;Spring
2014/11/07;;November;2014;Spring
2014/11/07;;November;2014;Spring
2014/11/07;;November;2014;Spring
2014/11/07;;November;2014;Spring
2014/11/07;;November;2014;Spring
2014/11/07;;November;2014;Spring
2014/11/08;;November;2014;Spring
2014/11/08;;November;2014;Spring
2014/11/08;;November;2014;Spring
2014/11/08;;November;2014;Spring
2014/11/08;;November;2014;Spring
2014/11/08;;November;2014;Spring
2014/11/08;;November;2014;Spring
2014/11/08;;November;2014;Spring
2014/11/08;;November;2014;Spring
2014/11/08;;November;2014;Spring
2014/11/08;;November;2014;Spring
2014/11/08;;November;2014;Spring
2014/11/08;;November;2014;Spring
2014/11/08;;November;2014;Spring
2014/11/08;;November;2014;Spring
2014/11/08;;November;2014;Spring
2014/11/08;;November;2014;Spring
2014/11/08;;November;2014;Spring
2014/11/08;;November;2014;Spring
2014/11/08;;November;2014;Spring
2014/11/08;;November;2014;Spring
2014/11/08;;November;2014;Spring
2014/11/08;;November;2014;Spring
2014/11/08;;November;2014;Spring
2014/11/09;;November;2014;Spring
2014/11/09;;November;2014;Spring
2014/11/09;;November;2014;Spring
2014/11/09;;November;2014;Spring
2014/11/09;;November;2014;Spring
2014/11/09;;November;2014;Spring
2014/11/09;;November;2014;Spring
2014/11/09;;November;2014;Spring
2014/11/09;;November;2014;Spring
2014/11/09;;November;2014;Spring
2014/11/09;;November;2014;Spring
2014/11/09;;November;2014;Spring
2014/11/09;;November;2014;Spring
2014/11/09;;November;2014;Spring
2014/11/09;;November;2014;Spring
2014/11/09;;November;2014;Spring
2014/11/09;;November;2014;Spring
2014/11/09;;November;2014;Spring
2014/11/09;;November;2014;Spring
2014/11/09;;November;2014;Spring
2014/11/09;;November;2014;Spring
2014/11/09;;November;2014;Spring
2014/11/09;;November;2014;Spring
2014/11/09;;November;2014;Spring
2014/11/10;;November;2014;Spring
2014/11/10;;November;2014;Spring
2014/11/10;;November;2014;Spring
2014/11/10;;November;2014;Spring
2014/11/10;;November;2014;Spring
2014/11/10;;November;2014;Spring
2014/11/10;;November;2014;Spring
2014/11/10;;November;2014;Spring
2014/11/10;;November;2014;Spring
2014/11/10;;November;2014;Spring
2014/11/10;;November;2014;Spring
2014/11/10;;November;2014;Spring
2014/11/10;;November;2014;Spring
2014/11/10;;November;2014;Spring
2014/11/10;;November;2014;Spring
2014/11/10;;November;2014;Spring
2014/11/10;;November;2014;Spring
2014/11/10;;November;2014;Spring
2014/11/10;;November;2014;Spring
2014/11/10;;November;2014;Spring
2014/11/10;;November;2014;Spring
2014/11/10;;November;2014;Spring
2014/11/10;;November;2014;Spring
2014/11/10;;November;2014;Spring
2014/11/11;;November;2014;Spring
2014/11/11;;November;2014;Spring
2014/11/11;;November;2014;Spring
2014/11/11;;November;2014;Spring
2014/11/11;;November;2014;Spring
2014/11/11;;November;2014;Spring
2014/11/11;;November;2014;Spring
2014/11/11;;November;2014;Spring
2014/11/11;;November;2014;Spring
2014/11/11;;November;2014;Spring
2014/11/11;;November;2014;Spring
2014/11/11;;November;2014;Spring
2014/11/11;;November;2014;Spring
2014/11/11;;November;2014;Spring
2014/11/11;;November;2014;Spring
2014/11/11;;November;2014;Spring
2014/11/11;;November;2014;Spring
2014/11/11;;November;2014;Spring
2014/11/11;;November;2014;Spring
2014/11/11;;November;2014;Spring
2014/11/11;;November;2014;Spring
2014/11/11;;November;2014;Spring
2014/11/11;;November;2014;Spring
2014/11/11;;November;2014;Spring
2014/11/12;;November;2014;Spring
2014/11/12;;November;2014;Spring
2014/11/12;;November;2014;Spring
2014/11/12;;November;2014;Spring
2014/11/12;;November;2014;Spring
2014/11/12;;November;2014;Spring
2014/11/12;;November;2014;Spring
2014/11/12;;November;2014;Spring
2014/11/12;;November;2014;Spring
2014/11/12;;November;2014;Spring
2014/11/12;;November;2014;Spring
2014/11/12;;November;2014;Spring
2014/11/12;;November;2014;Spring
2014/11/12;;November;2014;Spring
2014/11/12;;November;2014;Spring
2014/11/12;;November;2014;Spring
2014/11/12;;November;2014;Spring
2014/11/12;;November;2014;Spring
2014/11/12;;November;2014;Spring
2014/11/12;;November;2014;Spring
2014/11/12;;November;2014;Spring
2014/11/12;;November;2014;Spring
2014/11/12;;November;2014;Spring
2014/11/12;;November;2014;Spring
2014/11/13;;November;2014;Spring
2014/11/13;;November;2014;Spring
2014/11/13;;November;2014;Spring
2014/11/13;;November;2014;Spring
2014/11/13;;November;2014;Spring
2014/11/13;;November;2014;Spring
2014/11/13;;November;2014;Spring
2014/11/13;;November;2014;Spring
2014/11/13;;November;2014;Spring
2014/11/13;;November;2014;Spring
2014/11/13;;November;2014;Spring
2014/11/13;;November;2014;Spring
2014/11/13;;November;2014;Spring
2014/11/13;;November;2014;Spring
2014/11/13;;November;2014;Spring
2014/11/13;;November;2014;Spring
2014/11/13;;November;2014;Spring
2014/11/13;;November;2014;Spring
2014/11/13;;November;2014;Spring
2014/11/13;;November;2014;Spring
2014/11/13;;November;2014;Spring
2014/11/13;;November;2014;Spring
2014/11/13;;November;2014;Spring
2014/11/13;;November;2014;Spring
2014/11/14;;November;2014;Spring
2014/11/14;;November;2014;Spring
2014/11/14;;November;2014;Spring
2014/11/14;;November;2014;Spring
2014/11/14;;November;2014;Spring
2014/11/14;;November;2014;Spring
2014/11/14;;November;2014;Spring
2014/11/14;;November;2014;Spring
2014/11/14;;November;2014;Spring
2014/11/14;;November;2014;Spring
2014/11/14;;November;2014;Spring
2014/11/14;;November;2014;Spring
2014/11/14;;November;2014;Spring
2014/11/14;;November;2014;Spring
2014/11/14;;November;2014;Spring
2014/11/14;;November;2014;Spring
2014/11/14;;November;2014;Spring
2014/11/14;;November;2014;Spring
2014/11/14;;November;2014;Spring
2014/11/14;;November;2014;Spring
2014/11/14;;November;2014;Spring
2014/11/14;;November;2014;Spring
2014/11/14;;November;2014;Spring
2014/11/14;;November;2014;Spring
2014/11/15;;November;2014;Spring
2014/11/15;;November;2014;Spring
2014/11/15;;November;2014;Spring
2014/11/15;;November;2014;Spring
2014/11/15;;November;2014;Spring
2014/11/15;;November;2014;Spring
2014/11/15;;November;2014;Spring
2014/11/15;;November;2014;Spring
2014/11/15;;November;2014;Spring
2014/11/15;;November;2014;Spring
2014/11/15;;November;2014;Spring
2014/11/15;;November;2014;Spring
2014/11/15;;November;2014;Spring
2014/11/15;;November;2014;Spring
2014/11/15;;November;2014;Spring
2014/11/15;;November;2014;Spring
2014/11/15;;November;2014;Spring
2014/11/15;;November;2014;Spring
2014/11/15;;November;2014;Spring
2014/11/15;;November;2014;Spring
2014/11/15;;November;2014;Spring
2014/11/15;;November;2014;Spring
2014/11/15;;November;2014;Spring
2014/11/15;;November;2014;Spring
2014/11/16;;November;2014;Spring
2014/11/16;;November;2014;Spring
2014/11/16;;November;2014;Spring
2014/11/16;;November;2014;Spring
2014/11/16;;November;2014;Spring
2014/11/16;;November;2014;Spring
2014/11/16;;November;2014;Spring
2014/11/16;;November;2014;Spring
2014/11/16;;November;2014;Spring
2014/11/16;;November;2014;Spring
2014/11/16;;November;2014;Spring
2014/11/16;;November;2014;Spring
2014/11/16;;November;2014;Spring
2014/11/16;;November;2014;Spring
2014/11/16;;November;2014;Spring
2014/11/16;;November;2014;Spring
2014/11/16;;November;2014;Spring
2014/11/16;;November;2014;Spring
2014/11/16;;November;2014;Spring
2014/11/16;;November;2014;Spring
2014/11/16;;November;2014;Spring
2014/11/16;;November;2014;Spring
2014/11/16;;November;2014;Spring
2014/11/16;;November;2014;Spring
2014/11/17;;November;2014;Spring
2014/11/17;;November;2014;Spring
2014/11/17;;November;2014;Spring
2014/11/17;;November;2014;Spring
